"DB ID","Date","Time","Product Name","Instrument Serial Number","Parameter Name","Result","UDF1","UDF2","UDF3","UDF4","UDF5","UDF6","Cancelled Flag"
"14,969","30-Sep-23","14:46:03","EB Press No. 1","91909332","Oil/WM","1.67",,,,,,,"0"
"14,969","30-Sep-23","14:46:03","EB Press No. 1","91909332","VM","47.84",,,,,,,"0"
"14,969","30-Sep-23","14:46:03","EB Press No. 1","91909332","Oil/DM","3.2",,,,,,,"0"
"14,969","30-Sep-23","14:46:03","EB Press No. 1","91909332","NOS","50.49",,,,,,,"0"
